,pub,reference
5835,ATP 4-10,ATP 3-37.10
5836,ATP 4-10,ATP 4-01.45
5837,ATP 4-10,ATP 1-06.2
5838,ATP 4-10,ATP 1-06.1
5839,ATP 4-10,ADRP 1-02
5840,ATP 4-10.1,FM 27-10
5841,ATP 4-10.1,ADRP 4-0
5842,ATP 4-10.1,ATP 4-10
5843,ATP 4-10.1,ATP 3-37.10
5844,ATP 4-10.1,ADRP 1-02
5846,ATP 4-11,ADRP 4-0
5848,ATP 4-11,ADRP 3-37
5850,ATP 4-11,ADP 4-0
5852,ATP 4-11,ADRP 1-02
5853,ATP 4-11,FM 27-10
5854,ATP 4-11,ATP 4-12
5855,ATP 4-12,ATP 4-12
5856,ATP 4-12,ADRP 4-0
5857,ATP 4-12,ADRP 1-02
5858,ATP 4-12,ADP 3-0
5859,ATP 4-12,ADP 4-0
5860,ATP 4-12,ADP 5-0
5862,ATP 4-13,ADP 4-0
5866,ATP 4-13,ADRP 4-0
5868,ATP 4-13,ADRP 3-0
5869,ATP 4-13,ADP 5-0
5870,ATP 4-13,ADRP 6-0
5871,ATP 4-13,ADRP 1-02
5872,ATP 4-13,ADP 3-0
5874,ATP 4-14,ADP 4-0
5875,ATP 4-14,ADRP 1-02
5876,ATP 4-14,ADRP 3-0
5877,ATP 4-15,ADP 4-0
5878,ATP 4-15,FM 27-10
5881,ATP 4-15,ATP 3-39.30
5882,ATP 4-15,ATP 3-22.40
5884,ATP 4-15,ADRP 1-02
5885,ATP 4-15,ADP 3-0
5888,ATP 4-16,ADP 4-0
5891,ATP 4-16,ADRP 4-0
5892,ATP 4-16,ADRP 1-02
5893,ATP 4-16,ADP 3-0
5899,ATP 4-25.12,ADRP 1-02
5908,ATP 4-25.13,FM 90-5
5909,ATP 4-25.13,FM 90-3
5912,ATP 4-25.13,ATTP 3-06.11
5913,ATP 4-25.13,ATP 3-90.90
5915,ATP 4-25.13,FM 3-21.38
5916,ATP 4-31,FM 27-10
5919,ATP 4-31,ATP 4-33
5920,ATP 4-31,ADRP 1-02
5921,ATP 4-32,ADP 3-28
5922,ATP 4-32,ADP 3-0
5923,ATP 4-32,ADRP 3-0
5925,ATP 4-32,ADRP 3-37
5928,ATP 4-32,ADRP 3-05
5930,ATP 4-32,ADRP 1-02
5932,ATP 4-32.1,ADRP 2-0
5933,ATP 4-32.1,ADRP 1-02
5935,ATP 4-32.2,ATP 3-11.37
5936,ATP 4-32.2,ATP 4-32.16
5938,ATP 4-32.3,ADRP 3-28
5939,ATP 4-32.3,ADRP 1-02
5940,ATP 4-32.3,ATP 4-32
5942,ATP 4-32.16,ATP 2-22.4
5947,ATP 4-33,ADRP 1-02
5949,ATP 4-35,ADP 3-0
5950,ATP 4-35,ADRP 3-0
5951,ATP 4-35,ATP 4-35.1
5952,ATP 4-35,FM 4-30
5953,ATP 4-35,ADRP 5-0
5954,ATP 4-35,ADRP 7-0
5959,ATP 4-35,ADRP 1-02
5960,ATP 4-35,ADRP 4-0
5961,ATP 4-35,ATP 3-04.94
5962,ATP 4-35,ATP 4-0.6
5964,ATP 4-35,ADRP 3-37
5965,ATP 4-35.1,ADP 3-0
5966,ATP 4-35.1,ATP 3-37.34
5967,ATP 4-35.1,ADRP 1-02
5968,ATP 4-41,ADP 4-0
5969,ATP 4-41,FM 27-10
5972,ATP 4-41,ATP 3-39.30
5973,ATP 4-41,ATP 3-22.40
5975,ATP 4-41,ADRP 1-02
5976,ATP 4-41,ADP 3-0
5977,ATP 4-42,ADRP 3-0
5978,ATP 4-42,ATP 3-05.40
5979,ATP 4-42,ADRP 1-02
5980,ATP 4-42,ADP 3-0
5983,ATP 4-42.2,ADRP 4-0
5985,ATP 4-42.2,ATP 4-0.6
5986,ATP 4-42.2,ATP 3-39.32
5987,ATP 4-42.2,ADRP 1-02
5989,ATP 4-43,FM 27-10
5990,ATP 4-43,ATP 3-04.94
5992,ATP 4-43,ADRP 3-90
5993,ATP 4-43,ADRP 1-02
5994,ATP 4-43,ATP 4-90
5995,ATP 4-43,ATP 4-93
5996,ATP 4-43,FM 4-40
5998,ATP 4-44,ADRP 3-0
5999,ATP 4-44,ATP 4-25.12
6001,ATP 4-44,ADRP 1-02
6002,ATP 4-44,ATP 4-11
6003,ATP 4-44,FM 4-40
6005,ATP 4-45,ADRP 3-28
6006,ATP 4-45,ATP 1-05.03
6008,ATP 4-45,ATP 4-02.5
6009,ATP 4-45,ADRP 1-02
6011,ATP 4-45,FM 4-02
6012,ATP 4-45,FM 27-10
6013,ATP 4-45,ADP 3-0
6014,ATP 4-45,ADRP 4-0
6015,ATP 4-45,ATP 4-25.12
6020,ATP 4-46,ADP 3-0
6021,ATP 4-46,ADRP 3-0
6022,ATP 4-46,ADP 4-0
6023,ATP 4-46,ADRP 5-0
6024,ATP 4-46,FM 3-90-1
6026,ATP 4-46,ADP 5-0
6027,ATP 4-46,ADRP 1-02
6028,ATP 4-48,FM 27-10
6029,ATP 4-48,ATP 3-11.32
6030,ATP 4-48,ADRP 5-0
6031,ATP 4-48,ATP 3-18.10
6032,ATP 4-48,ADRP 3-28
6033,ATP 4-48,ADRP 4-0
6034,ATP 4-48,ATP 4-0.1
6035,ATP 4-48,ATP 3-05.40
6036,ATP 4-48,FM 3-21.38
6038,ATP 4-48,ADP 4-0
6039,ATP 4-48,ADP 3-0
6040,ATP 4-48,ADRP 1-02
6041,ATP 4-48,ATP 3-18.11
6042,ATP 4-48,ATP 3-75
6043,ATP 4-48,ATP 4-12
6044,ATP 4-48,FM 3-34
6045,ATP 4-48,FM 3-52
6046,ATP 4-48,FM 3-99
6047,ATP 4-48,FM 4-40
6048,ATP 4-70,ADRP 1-02
6049,ATP 4-90,ADRP 3-90
6051,ATP 4-90,ATP 3-05.40
6052,ATP 4-90,ATP 3-09.24
6053,ATP 4-90,ADRP 5-0
6054,ATP 4-90,ADP 6-0
6056,ATP 4-90,ADRP 2-0
6057,ATP 4-90,ADRP 1-02
6059,ATP 4-90,ATP 4-35.1
6068,ATP 4-90,ADP 4-0
6069,ATP 4-90,ADRP 3-37
6070,ATP 4-90,ADP 3-28
6071,ATP 4-90,ADRP 3-0
6072,ATP 4-90,ATP 4-02.1
6073,ATP 4-90,ATP 4-02.2
6074,ATP 4-90,ATP 4-02.3
6075,ATP 4-90,ATP 4-0.6
6076,ATP 4-90,ATP 4-25.12
6077,ATP 4-90,ADP 5-0
6078,ATP 4-90,ADRP 3-07
6079,ATP 4-90,ADRP 6-0
6080,ATP 4-90,ATP 3-90.90
6082,ATP 4-91,ATP 4-91
6083,ATP 4-91,ADP 6-0
6087,ATP 4-91,ADRP 1-02
6088,ATP 4-91,ATP 4-94
6091,ATP 4-91,FM 4-95
6092,ATP 4-92,ATP 4-93
6093,ATP 4-92,ATP 4-91
6094,ATP 4-92,ADRP 3-28
6095,ATP 4-92,FM 6-0
6096,ATP 4-92,ADRP 1-02
6097,ATP 4-92,ADRP 3-0
6098,ATP 4-93,FM 27-10
6099,ATP 4-93,ADP 1-01
6100,ATP 4-93,ADRP 5-0
6101,ATP 4-93,ATP 3-05.40
6102,ATP 4-93,ADRP 3-0
6103,ATP 4-93,ATP 4-02.1
6104,ATP 4-93,ADRP 4-0
6105,ATP 4-93,ATP 1-0.1
6106,ATP 4-93,ADRP 2-0
6107,ATP 4-93,ATP 4-0.6
6108,ATP 4-93,ATP 4-02.3
6109,ATP 4-93,ATP 4-02.55
6110,ATP 4-93,ATP 1-05.01
6111,ATP 4-93,ADRP 1-03
6112,ATP 4-93,ADP 4-0
6113,ATP 4-93,ATP 6-01.1
6114,ATP 4-93,ADP 5-0
6115,ATP 4-93,ADRP 3-90
6116,ATP 4-93,ATP 3-90.90
6117,ATP 4-93,ADRP 3-37
6118,ATP 4-93,ATP 3-37.10
6119,ATP 4-93,ATP 3-90.37
6121,ATP 4-93,ATP 4-0.1
6122,ATP 4-93,ADRP 6-0
6123,ATP 4-93,ADRP 1-02
6124,ATP 4-93,ADP 6-0
6125,ATP 4-94,ADRP 4-0
6126,ATP 4-94,ADRP 3-0
6127,ATP 4-94,ADP 4-0
6131,ATP 4-94,ADRP 5-0
6134,ATP 4-94,ADP 3-0
6135,ATP 4-94,ADRP 1-02
6136,ATP 4-94,ADP 6-0
6137,ATP 4-94,ADP 5-0
6138,ATP 4-94,ADRP 6-0
6139,ATP 4-94,ATP 1-0.2
6140,ATP 4-94,ATP 4-94
6141,ATP 5-0.1,ADRP 6-0
6142,ATP 5-0.1,FM 27-10
6143,ATP 5-0.1,ADRP 5-0
6144,ATP 5-0.1,ADP 5-0
6145,ATP 5-0.1,ADP 6-0
6146,ATP 5-0.1,FM 6-0
6147,ATP 5-0.1,ATP 2-01.3
6148,ATP 5-0.1,ATP 2-22.9
6149,ATP 5-0.1,ADRP 3-0
6150,ATP 5-0.1,ATP 6-01.1
6151,ATP 5-0.1,ADRP 1-02
6152,ATP 5-0.1,ADRP 6-22
6153,ATP 5-0.1,ATP 5-19
6154,ATP 5-0.3,ADRP 5-0
6155,ATP 5-19,FM 27-10
6156,ATP 5-19,ADP 6-22
6157,ATP 5-19,ADP 5-0
6158,ATP 5-19,ADP 6-0
6159,ATP 5-19,ADRP 3-0
6160,ATP 5-19,ATP 5-19
6161,ATP 5-19,ADRP 3-37
6163,ATP 5-19,ADRP 5-0
6165,ATP 5-19,ADRP 1-02
6166,ATP 6-0.5,FM 6-0
6167,ATP 6-0.5,ADRP 6-0
6168,ATP 6-0.5,ATP 6-01.1
6169,ATP 6-0.5,ADP 5-0
6170,ATP 6-0.5,ADP 6-0
6171,ATP 6-0.5,ADRP 1-02
6172,ATP 6-0.5,ADRP 5-0
6173,ATP 6-0.5,ATP 3-90.5
6174,ATP 6-0.5,ATP 3-37.34
6175,ATP 6-0.5,ATP 5-0.1
6176,ATP 6-0.5,ATP 3-90.90
6177,ATP 6-0.5,ATP 3-37.10
6178,ATP 6-0.5,ADP 4-0
6179,ATP 6-0.5,ADRP 4-0
6180,ATP 6-0.5,ADRP 3-0
6181,ATP 6-0.5,ADRP 3-37
6182,ATP 6-0.5,ATP 6-02.53
6183,ATP 6-0.5,ATP 6-02.60
6184,ATP 6-0.5,FM 3-90-1
6185,ATP 6-0.5,ATP 3-11.50
6186,ATP 6-0.5,ATP 2-01.3
6187,ATP 6-0.5,ADRP 3-09
6188,ATP 6-0.5,ATP 2-01
6189,ATP 6-0.5,ATP 3-91
6190,ATP 6-0.5,ATP 3-92
6191,ATP 6-0.5,ATP 3-93
6192,ATP 6-0.5,ATP 5-19
6193,ATP 6-0.5,FM 1-0
6194,ATP 6-0.5,FM 3-13
6195,ATP 6-0.5,FM 27-10
6196,ATP 6-0.5,FM 3-34
6197,ATP 6-0.5,FM 3-52
6198,ATP 6-0.5,FM 3-55
6199,ATP 6-0.5,FM 3-57
6200,ATP 6-0.5,FM 3-90-2
6201,ATP 6-0.5,FM 3-94
6202,ATP 6-0.5,FM 3-96
6203,ATP 6-0.5,FM 4-95
6204,ATP 6-0.5,FM 6-02
6205,ATP 6-0.5,FM 6-99
6207,ATP 6-01.1,ADRP 6-0
6208,ATP 6-01.1,ADRP 5-0
6209,ATP 6-01.1,ADP 5-0
6210,ATP 6-01.1,FM 6-0
6211,ATP 6-01.1,ADRP 3-0
6212,ATP 6-01.1,ATP 3-90.90
6213,ATP 6-01.1,ADRP 1-02
6215,ATP 6-02.40,ADRP 1-02
6216,ATP 6-02.40,ADP 1-02
6217,ATP 6-02.40,ATP 5-19
6218,ATP 6-02.40,FM 6-02
6219,ATP 6-02.40,FM 27-10
6221,ATP 6-02.53,FM 27-10
6223,ATP 6-02.53,ATP 6-02.72
6224,ATP 6-02.53,ATP 6-02.90
6226,ATP 6-02.53,ATP 3-09.50
6227,ATP 6-02.53,ATP 1-02.1
6228,ATP 6-02.53,ATP 2-01.3
6229,ATP 6-02.53,ADRP 1-02
6230,ATP 6-02.53,ATP 5-19
6231,ATP 6-02.53,FM 3-14
6232,ATP 6-02.53,FM 6-02
6234,ATP 6-02.60,ADP 3-0
6235,ATP 6-02.60,FM 6-0
6236,ATP 6-02.60,ADRP 3-0
6237,ATP 6-02.60,ATP 6-02.53
6238,ATP 6-02.60,ADRP 1-02
6239,ATP 6-02.60,ADP 5-0
6240,ATP 6-02.60,ADRP 5-0
6241,ATP 6-02.60,FM 6-02
6242,ATP 6-02.60,FM 27-10
6243,ATP 6-02.60,ATP 5-19
6244,ATP 6-02.60,FM 3-94
6246,ATP 6-02.70,ADRP 3-0
6247,ATP 6-02.70,ADP 3-0
6248,ATP 6-02.70,ADRP 3-28
6249,ATP 6-02.70,ADP 5-0
6250,ATP 6-02.70,ADRP 1-02
6251,ATP 6-02.70,ATP 3-36
6252,ATP 6-02.70,FM 3-38
6253,ATP 6-02.70,FM 6-0
6254,ATP 6-02.70,FM 6-02
6255,ATP 6-02.70,FM 27-10
6259,ATP 6-02.73,ADP 6-0
6260,ATP 6-02.73,ATP 1-02.1
6261,ATP 6-02.75,ADRP 1-02
6262,ATP 6-02.75,FM 6-02
6263,ATP 6-02.75,FM 27-10
6265,ATP 6-22.1,ADRP 1-02
6266,ATP 6-22.1,ADRP 6-22
6267,ATP 6-22.1,FM 27-10
6269,ATP 6-22.5,ATP 4-02.3
6270,ATP 6-22.5,FM 7-22
6271,ATP 6-22.5,ATP 4-25.12
6272,ATP 6-22.5,ATP 1-05.01
6273,ATP 6-22.5,ATP 3-35
6274,ATP 6-22.5,ADRP 1-02
6275,ATP 6-22.5,ATP 1-05.02
6276,ATP 6-22.5,ATP 1-05.03
6277,ATP 6-22.6,ADP 6-0
6278,ATP 6-22.6,FM 6-22
6279,ATP 6-22.6,ADRP 6-0
6280,ATP 6-22.6,FM 27-10
6281,ATP 6-22.6,ADRP 3-0
6282,ATP 6-22.6,ADRP 6-22
6283,ATP 6-22.6,ATP 5-0.1
6284,ATP 6-22.6,ADRP 1-02
6285,ATP 6-22.6,ADP 6-22
6300,ATTP 3-06.11,FM 3-21.10
6306,ATTP 3-06.11,FM 3-20.21
6307,ATTP 3-06.11,FM 3-22.65
6311,ATTP 3-06.11,FM 3-22.34
6313,ATTP 3-21.50,FM 3-21.10
6318,ATTP 3-21.50,FM 3-21.20
6329,ATTP 3-21.90,FM 3-22.91
6340,ATTP 3-21.90,FM 3-21.10
